Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cambodia,KHM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,27,29,54,53,39,39,34,39,33,36,50,62,56,50,54,63,65,59,52,65,80,79,78,79,89,92,90,88,84,79,83,84,84,84
Kiribati,KIR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,24,8,4,9,14,54,63,75,62,77,89,70,47,64,82,77,62,80,76,88,72,56,85,61,93,72,82,89,90,91,91,88,84,80,81
"Korea, Rep.",KOR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,4,5,5,33,61,89,89,82,70,95,93,93,93,92,92,93,89,85,85,90,95,96,97,96,99,99,99,92,92,93,98,99,99,99,99,98,98,98
Kuwait,KWT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,48,71,79,80,88,91,93,95,97,98,66,75,85,95,98,98,99,95,99,96,99,99,97,97,97,99,99,99,99,99,98,99,99,99,94,93,99,99
Lao PDR,LAO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,10,11,23,20,32,47,46,46,73,68,73,67,71,71,42,50,55,42,36,41,48,40,52,59,64,69,72,82,87,88,76,82
Lebanon,LBN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,1,8,16,23,30,39,48,58,61,65,76,88,88,85,85,89,83,77,71,65,59,53,58,63,69,74,79,79,79,79,79,79,79,79,79,79
Liberia,LBR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,63,58,52,47,41,62,63,71,76,83,65,71,80,74,58,64,80,87
Libya,LBY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,61,66,65,71,76,75,78,75,76,79,89,87,88,91,92,92,93,91,92,92,93,93,91,96,99,97,98,98,98,98,98,98,98,96,93,98,97,94
Liechtenstein,LIE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,3,20,45,60,68,76,80,79,82,86,84,87,89,94,94,95,99,99,99,99,96,99,99,98,98,97,99,99,99,99,99,99,99,99
Lesotho,LSO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,49,49,51,53,63,73,76,78,79,79,80,81,81,82,82,83,82,80,79,77,74,70,78,85,84,83,82,81,80,84,88,92,91,90,90,90,90,90
Lithuania,LTU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,92,93,94,96,96,97,97,97,97,98,98,98,97,97,97,97,96,96,94,93,93,93,94,94,94
Luxembourg,LUX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,39,49,58,68,77,71,80,80,80,80,83,86,88,91,91,92,92,93,94,94,95,95,95,95,96,96,96,96,96,99,99,99,99,99,99
Latvia,LVA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,80,81,81,96,97,97,97,97,98,98,98,98,98,98,95,96,92,95,92,90,96,95,96,93,96
"Macao SAR, China",MAC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,17,35,42,45,58,73,81,82,79,80,81,83,87,88,93,92,91,90,93,96,94,90,95,97,95,95,96,98,98,99,99,99,99,99,99,99
Monaco,MCO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,98,98,99,99,99,99,99,99,99,98,98,97,96,96,95,94,94,93,92,92,91,90,90,89,88,88,87
Moldova,MDA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,64,85,91,90,95,93,93,89,94,94,96,96,97,96,96,95,90,97,91,91,91,90,89,88,93
Madagascar,MDG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,1,6,18,28,36,44,47,54,54,54,63,55,46,46,51,55,57,59,61,65,79,74,71,81,70,63,66,62,61,63,64,58,58,58
Maldives,MDV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,39,34,37,40,47,50,41,83,88,96,97,98,86,97,96,95,96,98,97,99,98,97,96,97,97,97,97,97,98,97,96,98,99,99,99,99,99
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,35,33,37,23,21,64,60,54,70,85,75,89,88,79,90,90,93,91,96,94,96,95,96,96,96,96,96,96,96,96,95,98,99,89,97,97,96,96
Marshall Islands,MHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,39,52,74,86,36,59,57,69,52,93,93,94,64,80,90,70,86,96,94,86,78,97,88,78,79,79,75,75,83
Mali,MLI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,19,27,11,23,40,43,42,35,51,46,52,57,56,54,51,49,54,56,57,63,73,68,66,71,73,78,72,67,62,61,61,61,61
Malta,MLT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,10,10,35,59,41,86,80,90,92,90,71,51,51,56,60,67,74,70,65,90,94,86,94,79,78,82,73,84,93,99,98,89,93,91
Myanmar,MMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,32,50,68,67,68,71,77,82,86,88,89,86,84,73,77,80,86,84,78,81,82,87,88,88,84,86,88,84,91,83
Montenegro,MNE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,89,86,90,91,90,88,76,64,47,58
Mongolia,MNG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,17,12,6,1,20,18,11,61,70,86,92,82,84,84,80,85,89,91,93,93,92,95,98,98,99,97,99,98,97,94,97,98,99,97,98,98,98,99
Northern Mariana Islands,MNP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,32,58,51,50,39,39,37,44,48,59,55,56,62,65,71,58,61,64,67,71,74,77,80,79,78,76,75,77,80,82,82,82,85,85,85,85,85
Mauritania,MRT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,45,44,43,42,41,40,27,45,42,38,32,43,49,53,67,66,64,62,62,46,58,87,84,73,65,62,67,65,59,67,67,75,80,75,70,72,78
Mauritius,MUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,34,53,55,67,71,69,73,80,76,88,84,84,85,89,61,87,85,80,84,90,84,91,98,98,99,98,98,99,99,99,99,99,98,99,92,89
Malawi,MWI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,49,64,64,58,50,49,60,79,82,84,81,85,91,87,83,90,90,87,90,82,73,81,69,77,80,82,85,83,88,92,93,96,90,88,85,87,81,83
Malaysia,MYS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,11,23,20,35,68,61,61,70,80,82,81,95,97,97,98,96,97,96,95,94,93,95,96,95,95,95,95,95,95,95,95,94,93,93,93
Namibia,NAM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,71,70,68,61,59,64,65,69,58,68,70,70,73,63,69,73,76,75,74,76,82,83,85,75,80
New Caledonia,NCL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,19,18,16,22,27,27,27,24,14,25,28,21,19,19,40,38,35,35,35,37,39,41,43,45,47,53,60,66,69,67,69,75,76,73,75,76,78
Nigeria,NGA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,9,17,28,36,46,59,54,57,43,40,41,44,38,38,38,35,33,32,30,34,37,41,44,41,53,64,56,49,42,43,44,42,42,42
Nicaragua,NIC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,15,20,40,41,56,59,51,47,63,63,82,54,83,84,84,85,85,86,91,87,86,99,98,93,84,96,99,99,99,99,99,99,99,99,99,99,99,99
Netherlands,NLD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,91,91,92,92,92,92,93,93,94,94,94,94,95,94,94,94,96,96,96,96,96,95,95,96,96,95,96,96,96,96,96,96,96,96,96,95,94,93
Norway,NOR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,80,80,90,87,87,87,84,87,94,96,93,94,92,92,93,91,90,88,90,87,86,89,90,92,92,93,93,93,93,94,93,94,95,96,96
Nepal,NPL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,2,2,11,24,34,37,37,58,57,57,57,58,58,58,56,65,73,67,81,71,71,71,75,73,74,85,81,79,90,86,88,86,88,88,85,83,90
Nauru,NRU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,90,49,8,95,40,53,67,80,99,99,99,99,99,99,96,97,98,98,98,95
New Zealand,NZL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,80,77,74,71,67,64,60,67,75,83,90,82,82,85,87,84,92,99,81,83,85,85,84,84,83,82,82,79,86,89,91,93,92,92,93,93,92,93
Oman,OMN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,22,10,24,34,53,65,79,86,87,94,98,96,96,95,97,98,98,98,98,99,99,99,99,98,98,98,96,97,98,99,99,99,99,99,99,99,99,99
Pakistan,PAK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,1,2,3,19,33,38,41,43,46,48,50,51,52,52,53,47,50,52,54,56,57,59,60,62,63,61,59,57,56,56,57,59,63,68,71,75,75,76
Panama,PAN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,71,76,64,85,72,84,74,78,73,73,73,80,76,83,84,84,90,92,96,90,97,95,95,95,97,99,95,95,96,96,97,97,98,92,90,93,95,98
Peru,PER,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,23,26,32,28,35,53,41,56,52,52,64,74,83,75,75,98,87,91,93,93,97,97,95,95,85,77,93,92,92,91,94,96,94,85,89,92,88,83
Philippines,PHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,9,27,44,49,51,67,77,83,85,83,81,78,75,72,76,79,80,80,78,81,82,87,92,92,92,92,92,88,80,87,87,87,79,82,80,89
Palau,PLW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,99,98,98,98,94,32,41,99,99,83,74,96,83,91,99,99,99,98,98,91,97,75,39,85,91,99,83,95,96,96
Papua New Guinea,PNG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,1,26,33,39,37,46,52,67,69,70,28,36,42,24,50,63,67,69,65,73,77,77,82,84,77,73,74,74,79,86,89,84,79,70,62
Poland,POL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,92,93,93,94,94,92,92,94,95,95,95,94,95,95,96,96,97,97,97,97,97,97,98,97,97,98,99,98,98,98,98,98,98,98,97,96,96,96
Puerto Rico,PRI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,29,31,29,30,31,38,44,35,58,99,98,98,99,99,83,67,50,34,49,63,78,92,98,95,95,96,96,99,98,98,99,99,99,99,99,98,99,99
Portugal,PRT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,54,49,46,48,48,70,75,81,84,96,85,96,99,95,91,94,99,96,96,92,87,90,93,96,95,93,97,95,97,95,96,97,97,98,98,98,98,98
Paraguay,PRY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,19,16,26,37,62,48,46,56,63,58,69,74,87,96,76,75,81,61,71,82,92,90,86,91,91,91,91,91,91,91,93,91,88,88,84,78,85,92
West Bank and Gaza,PSE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,26,10,22,69,62,62,62,60,73,79,79,84,86,86,86,87,90,87,89,87,91,92,99,93,99,99,99,92,96,99,99,98,97,97,99,99,99,99
Romania,ROU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,83,86,88,81,90,78,90,92,92,91,93,91,93,94,97,97,98,98,98,98,97,97,97,95,97,96,96,95,93,94,92,89,86,86,86
Russian Federation,RUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,88,81,85,88,91,94,97,97,97,98,98,98,99,99,99,99,98,98,98,98,98,98,98,98,98
Rwanda,RWA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,42,48,53,53,52,79,78,79,83,83,89,82,74,25,84,76,66,72,78,74,69,69,90,84,89,95,94,92,95,95,95,97,95,97,96,95,95
Saudi Arabia,SAU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,8,12,53,65,71,79,77,77,81,90,88,95,88,91,93,94,92,92,93,92,94,94,97,96,97,97,95,96,97,98,98,98,98,98,98,98,98,96
Sudan,SDN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,6,11,22,44,61,57,57,52,49,48,51,59,58,49,51,58,58,58,65,67,69,73,79,79,82,90,87,85,85,86,87,86,90
Senegal,SEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,71,66,60,48,51,54,57,58,59,80,70,65,62,60,48,48,54,60,57,74,80,84,77,79,81,84,83,84,80,80,93,90
Singapore,SGP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,47,57,78,88,85,75,85,94,87,81,84,92,89,87,95,97,97,98,96,97,96,95,94,93,95,96,95,95,95,95,95,95,95,95,95,95,95,95
Solomon Islands,SLB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,31,58,69,92,70,76,70,64,60,68,90,68,66,99,91,83,78,82,87,87,99,90,71,69,74,77,87,76,76,75,82,84
Sierra Leone,SLE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,37,50,62,73,76,71,65,60,73,80,82,84,86,85,80,78,85,80
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,45,44,43,46,41,71,51,48,63,73,98,54,55,86,80,93,94,98,99,94,97,95,93,90,93,99,98,99,95,91,92,89,93,94,95,95,90,85
San Marino,SMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,96,97,97,98,98,99,99,99,97,96,94,94,94,90,90,86,88,88,90,84,82,81,84,82,82
Somalia,SOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,9,3,4,6,16,35,25,28,33,30,30,30,32,33,35,34,33,25,32,38,24,20,45,40,40,35,35,35,34,43,46,46,46,46,46,46,46,46
Serbia,SRB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,85,81,86,90,92,88,84,89,90,92,87,89,96,88,95,92,95,95,93,87,92,86,86,82,86
South Sudan,SSD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,52,30,22,20,20,20
Sao Tome and Principe,STP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,25,32,40,48,35,58,69,69,45,71,77,52,57,65,74,57,60,59,64,69,75,85,87,91,88,85,86,93,90,92,91,92,91,92,93,93,90
Suriname,SUR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,39,17,71,75,73,78,70,83,73,65,84,61,61,72,85,87,79,82,85,84,82,73,69,86,91,83,85,86,88,90,85,73,93,85,94,97,97
Slovak Republic,SVK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,99,99,99,99,99,98,99,99,99,99,98,98,99,99,99,98,98,99,98,97,95,95,96
Slovenia,SVN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,91,93,93,82,93,98,95,94,93,94,94,94,96,96,96,95,95,96,95,94,94,94,92,93
Sweden,SWE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,88,92,91,93,94,94,94,94,95,95,96,96,96,97,97,97,96,96,94,89,91,94,95,95,96,96,97,96,96,97,97,97,98,97,97,97,97,97
Sint Maarten (Dutch part),SXM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,29,64,98,77,90,95,95,89,89,86,89,92,92,92,97,98,99,93,99,97,95,98,99,99,99,99,99,99,97,99,99,98,97,99,98,97,99
Syrian Arab Republic,SYR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,13,14,22,19,23,27,64,37,52,86,87,84,84,86,86,85,85,84,87,86,84,80,84,83,82,81,81,81,81,82,82,80,61,58,54,53,62,67
Turks and Caicos Islands,TCA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,10,7,12,16,17,32,32,28,25,19,24,26,22,30,20,30,28,26,25,23,16,27,39,31,27,36,46,54,63,57,45,46,37,37
Togo,TGO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,11,27,43,74,62,78,73,69,64,60,57,53,48,43,40,57,58,40,48,68,70,70,78,71,63,66,68,72,72,72,82,85,87,91
Thailand,THA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,5,26,45,52,63,66,80,79,74,80,86,91,92,93,96,96,94,94,94,96,96,96,96,96,98,98,98,98,98,99,99,99,99,99
Tajikistan,TJK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,81,73,70,79,84,83,79,88,88,89,91,92,85,82,85,86,89,94,98,94,92,98,97,97,98
Turkmenistan,TKM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,84,90,92,98,99,99,97,96,98,88,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99
Timor-Leste,TLS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,55,55,48,61,63,73,70,66,62,73,70,74,70,70,70
Tonga,TON,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,9,44,67,43,81,37,88,81,84,86,90,87,87,86,94,95,97,95,95,92,89,85,93,93,92,90,90,89,87,86,85,81,86,85,85,84,85
Trinidad and Tobago,TTO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,10,32,42,68,72,59,70,93,83,87,86,84,88,88,90,88,90,91,87,88,95,93,89,91,91,94,92,92,85,91,96,89,86,93
Tunisia,TUN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,43,42,55,65,67,81,87,93,93,94,94,92,91,91,92,92,94,90,95,92,94,90,95,96,98,98,98,98,97,96,96,94,98,98,96,98
Turkey,TUR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,27,52,64,63,62,61,64,67,82,71,78,73,78,72,76,65,72,79,81,82,87,91,83,75,81,91,98,96,97,97,97,98,96,98,94,97,98,96
Tuvalu,TUV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,65,71,92,65,65,90,79,95,63,66,64,79,94,94,99,96,94,81,99,99,95,97,62,84,95,93,90,85,98,98,96,94,94,96,95
Tanzania,TZA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,46,51,50,60,55,66,97,78,83,79,80,79,81,77,79,78,78,73,72,72,78,86,89,97,94,91,93,90,88,91,92,93,97,99,99,99,90,99
Uganda,UGA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,22,21,20,18,17,27,38,49,51,52,54,56,57,59,57,55,54,50,55,57,59,62,64,66,68,75,75,70,77,73,75,83,84,85,80,80,80
Ukraine,UKR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,94,96,97,92,97,96,99,99,99,99,99,99,96,98,97,94,75,56,67,79,79,56,56,42,86
Uruguay,URY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,50,55,52,65,66,59,82,88,72,82,97,96,93,90,90,90,89,92,96,99,89,94,95,95,95,95,94,96,95,94,95,95,96,96,96,96,95,95
United States,USA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,86,97,97,98,98,97,97,82,98,94,90,87,83,84,89,88,91,91,92,92,91,91,91,93,93,92,92,92,92,90,92,92,91,92,92,92,92,92
Uzbekistan,UZB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,82,71,91,95,96,95,96,99,99,97,99,98,99,98,98,98,95,98,99,99,97,99,99,99,99
"Venezuela, RB",VEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,50,43,45,42,41,56,48,54,51,50,61,63,61,62,94,47,64,68,92,84,84,98,83,83,80,76,82,87,93,87,79,86,87,85,89,92,88,96
Virgin Islands (U.S.),VIR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,1,3,4,19,39,36,56,76,88,88,90,93,96,95,96,96,96,94,97,98,96,93,97,95,93,83,92,97,98,96,96,98,97,97,99,97
Vanuatu,VUT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,20,23,18,26,22,34,46,50,66,63,66,74,53,60,61,65,64,62,61,59,58,56,55,53,52,56,61,65,70,75,79,84,90,76,84,80
Samoa,WSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,59,78,83,81,91,78,75,82,89,77,90,92,94,96,96,99,99,91,93,92,99,62,25,57,54,63,44,45,56,59,76,90,82,69,68,58
Kosovo,XKX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
