Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Suriname,SUR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,71,68,73,75,85,83,84,84,85,87,96,86,84,86,85,89,91,81
Slovak Republic,SVK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,99,99,99,99,99,99,99,99,99,99,98,97,96,96,96
Slovenia,SVN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,92,93,95,94,95,97,97,97,96,96,96,96,95,95,95,94,94
Sweden,SWE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,99,99,98,98,98,98,98,98,98,98,98,97,97,97,97
Sint Maarten (Dutch part),SXM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,96,99,99,99,99,99,99,99,99,99,99,98,98,99,97,96,97
Syrian Arab Republic,SYR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,84,82,84,83,81,80,80,80,79,80,80,72,45,41,43,41,42,48
Turks and Caicos Islands,TCA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Chad,TCD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,36,26,25,23,21,25,40,28,19,24,39,33,40,39,36,42,41,41
Togo,TGO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,64,50,59,72,71,82,84,82,81,78,83,85,84,84,87,88,89,90
Thailand,THA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,96,96,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99
Tajikistan,TJK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,83,85,85,85,86,84,83,86,86,93,93,96,94,96,97,96,96,96
Turkmenistan,TKM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,95,98,83,97,99,98,98,96,96,96,97,97,98,98,99,98,99
Timor-Leste,TLS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,54,55,57,55,63,70,79,72,72,67,83,82,77,76,76,76
Tonga,TON,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,89,84,90,90,89,88,87,86,84,82,82,77,82,80,78,78,81
Trinidad and Tobago,TTO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,91,96,91,94,95,92,88,90,90,90,90,92,92,92,96,97,89
Tunisia,TUN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,98,96,95,97,98,99,98,99,99,98,98,97,98,98,98,98,98
Turkey,TUR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,88,78,68,85,90,90,96,96,96,97,97,97,98,96,97,98,96
Tuvalu,TUV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,96,98,93,98,93,97,97,99,88,89,96,97,90,89,96,94,96
Tanzania,TZA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,79,87,89,95,95,90,90,83,86,85,91,90,92,91,97,98,97,97
Uganda,UGA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,52,55,57,59,62,64,64,73,71,79,80,82,83,84,85,85,85,85
Ukraine,UKR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,97,99,96,98,98,90,71,52,50,76,76,23,23,19,50
Uruguay,URY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,94,95,91,94,96,95,94,94,95,95,95,95,94,95,95,95,95
United States,USA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,94,94,96,96,96,96,96,96,95,95,96,94,94,95,95,95,95
Uzbekistan,UZB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,98,99,99,96,96,98,98,99,99,99,99,99,99,99,99
"Venezuela, RB",VEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,77,70,65,68,86,87,71,62,50,84,78,78,81,82,78,87,84,84
Virgin Islands (U.S.),VIR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,96,75,99,96,95,94,92,93,96,93,95,97,59,95,97,96,94
Vanuatu,VUT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,71,70,70,69,69,68,68,70,73,75,77,79,82,84,86,80,81,85
Samoa,WSM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,90,92,90,63,59,50,65,39,64,78,82,82,85,81,84,80,74
Kosovo,XKX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,74,73,65,61,72,79,78,79,78,76,76,69,67,73,73,69,71,68
South Africa,ZAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,73,71,70,69,74,79,82,82,79,76,72,69,65,73,77,75,66,66
Zambia,ZMB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,85,84,83,83,82,81,80,87,94,83,81,78,79,86,90,91,94
Zimbabwe,ZWE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78,75,71,68,65,68,70,73,75,73,89,93,95,95,91,87,90,89
